word,emotion,lexicon_score
indefinido,joy,0.0
inexistente,joy,0.0
sem pagamento,joy,0.0
não residente,joy,0.0
Absurdo,joy,0.0
sem sentido,joy,0.0
novato,joy,0.0
macarrão,joy,0.0
recanto,joy,0.0
meio-dia,joy,0.0
laço,joy,0.0
Point,joy,0.0
norma,joy,0.0
normal,joy,0.0
normalidade,joy,0.0
normalidade,joy,0.0
nordeste,joy,0.0
nariz,joy,0.0
curioso,joy,0.0
sem neve,joy,0.0
narina,joy,0.0
sem sol,joy,0.0
notáveis,joy,0.0
notavelmente,joy,0.0
notamorningPerson,joy,0.0
notário,joy,0.0
notação,joy,0.0
entalhe,joy,0.0
entalhado,joy,0.0
observação,joy,0.0
caderno,joy,0.0
observado,joy,0.0
digno de nota,joy,0.0
infeliz,joy,0.0
nada,joy,0.0
perceber,joy,0.0
perceptível,joy,0.0
notificação,joy,0.0
notificar,joy,0.0
noção,joy,0.0
nocional,joy,0.0
notoriedade,joy,0.0
não está pronto,joy,0.0
a despeito de,joy,0.0
nada,joy,0.0
substantivo,joy,0.0
nutrir,joy,0.0
nutrição,joy,0.0
Nouveau,joy,0.0
novidade,joy,0.0
novato,joy,0.0
hoje em dia,joy,0.0
nocivo,joy,0.0
bocal,joy,0.0
nuance,joy,0.0
nuances,joy,0.0
núcleo,joy,0.0
nu,joy,0.0
Nudge,joy,0.0
nudez,joy,0.0
pepita,joy,0.0
incômodo,joy,0.0
NU,joy,0.0
nulo,joy,0.0
anular,joy,0.0
dormente,joy,0.0
número,joy,0.0
numeração,joy,0.0
números,joy,0.0
dormência,joy,0.0
numeral,joy,0.0
numerador,joy,0.0
numérico,joy,0.0
numericamente,joy,0.0
numeroso,joy,0.0
freira,joy,0.0
enfermeira,joy,0.0
noz-moscada,joy,0.0
nutrição,joy,0.0
nutritivo,joy,0.0
nutritivo,joy,0.0
nozes,joy,0.0
ninfa,joy,0.0
OAF,joy,0.0
carvalho,joy,0.0
remo,joy,0.0
juramento,joy,0.0
aveia,joy,0.0
obediência,joy,0.0
obediente,joy,0.0
obedientemente,joy,0.0
obelisco,joy,0.0
obeso,joy,0.0
obesidade,joy,0.0
obedecer,joy,0.0
obi,joy,0.0
obit,joy,0.0
obituário,joy,0.0
objeto,joy,0.0
objeção,joy,0.0
censurável,joy,0.0
objetivo,joy,0.0
obrigação,joy,0.0
obrigatório,joy,0.0
obrigar,joy,0.0
obrigado,joy,0.0
Devedor,joy,0.0
oblíquo,joy,0.0
obliterar,joy,0.0
obliterado,joy,0.0
obliteração,joy,0.0
esquecimento,joy,0.0
desatento,joy,0.0
oblongo,joy,0.0
detestável,joy,0.0
oboé,joy,0.0
obsceno,joy,0.0
obscenidade,joy,0.0
obscurecer,joy,0.0
obscurecido,joy,0.0
obscuridade,joy,0.0
observância,joy,0.0
atento,joy,0.0
observação,joy,0.0
observatório,joy,0.0
observar,joy,0.0
observador,joy,0.0
observando,joy,0.0
obcecado,joy,0.0
obsessão,joy,0.0
obsolescência,joy,0.0
obstáculo,joy,0.0
obstetra,joy,0.0
obstetrícia,joy,0.0
obstinado,joy,0.0
obstruir,joy,0.0
obstrução,joy,0.0
obstrutivo,joy,0.0
obtivermos,joy,0.0
obtuso,joy,0.0
anverso,joy,0.0
óbvio,joy,0.0
ocarina,joy,0.0
ocasião,joy,0.0
ocasional,joy,0.0
ocasionalmente,joy,0.0
oclusão,joy,0.0
oculto,joy,0.0
ocupação,joy,0.0
ocupante,joy,0.0
ocupação,joy,0.0
ocupado,joy,0.0
ocupante,joy,0.0
ocupar,joy,0.0
ocupando,joy,0.0
ocorrer,joy,0.0
ocorrência,joy,0.0
ocd,joy,0.0
oceânico,joy,0.0
octógono,joy,0.0
oitava,joy,0.0
polvo,joy,0.0
ocular,joy,0.0
estranheza,joy,0.0
chances,joy,0.0
tributo,joy,0.0
odioso,joy,0.0
odômetro,joy,0.0
odor,joy,0.0
Estrogênio,joy,0.0
obra,joy,0.0
miudezas,joy,0.0
ofender,joy,0.0
ofendido,joy,0.0
agressor,joy,0.0
ofensa,joy,0.0
ofensiva,joy,0.0
oferecer,joy,0.0
oferecido,joy,0.0
oferta,joy,0.0
De maneira diferente,joy,0.0
escritório,joy,0.0
Policial,joy,0.0
escritórios,joy,0.0
oficial,joy,0.0
oficiar,joy,0.0
Offing,joy,0.0
desembarcar,joy,0.0
desvio,joy,0.0
ramo,joy,0.0
impedir,joy,0.0
muitas vezes,joy,0.0
muitas vezes,joy,0.0
ogro,joy,0.0
Oh céus,joy,0.0
Oh Deus,joy,0.0
oh não,joy,0.0
Ah Merda,joy,0.0
óleo,joy,0.0
pomada,joy,0.0
olfativo,joy,0.0
oligarquia,joy,0.0
Oliva,joy,0.0
ómega,joy,0.0
omelete,joy,0.0
presságio,joy,0.0
omgomgomg,joy,0.0
ameaçador,joy,0.0
omissão,joy,0.0
omitir,joy,0.0
omitido,joy,0.0
Omnibus,joy,0.0
onipotência,joy,0.0
onipotente,joy,0.0
onipresente,joy,0.0
onisciente,joy,0.0
oncologista,joy,0.0
INSCRESSO,joy,0.0
no limite,joy,0.0
oneroso,joy,0.0
a si mesmo,joy,0.0
em andamento,joy,0.0
cebola,joy,0.0
Início,joy,0.0
ataque,joy,0.0
ontologia,joy,0.0
ônus,joy,0.0
adiante,joy,0.0
ônix,joy,0.0
ooze,joy,0.0
escorrendo,joy,0.0
opacidade,joy,0.0
opala,joy,0.0
opaco,joy,0.0
Ope,joy,0.0
abrir,joy,0.0
abridor,joy,0.0
abertura,joy,0.0
abertamente,joy,0.0
abertura,joy,0.0
operático,joy,0.0
Operação,joy,0.0
operações,joy,0.0
operativo,joy,0.0
operador,joy,0.0
oftálmico,joy,0.0
oftalmologista,joy,0.0
opiáceo,joy,0.0
opinião,joy,0.0
opinativo,joy,0.0
ópio,joy,0.0
adversário,joy,0.0
oportunismo,joy,0.0
oportunidade,joy,0.0
opor,joy,0.0
oposto,joy,0.0
opondo -se,joy,0.0
oposto,joy,0.0
opostos,joy,0.0
oposição,joy,0.0
oprimir,joy,0.0
opressão,joy,0.0
opressivo,joy,0.0
opressor,joy,0.0
ótico,joy,0.0
óptico,joy,0.0
óptica,joy,0.0
otimista,joy,0.0
opção,joy,0.0
opcional,joy,0.0
opcionalmente,joy,0.0
opções,joy,0.0
Optometrista,joy,0.0
opulência,joy,0.0
opulento,joy,0.0
Opus,joy,0.0
oráculo,joy,0.0
oral,joy,0.0
laranja,joy,0.0
oração,joy,0.0
orador,joy,0.0
oratório,joy,0.0
esfera,joy,0.0
órbita,joy,0.0
órbita,joy,0.0
orbs,joy,0.0
orc,joy,0.0
ordenado,joy,0.0
provação,joy,0.0
ordem,joy,0.0
ordenadamente,joy,0.0
Portaria,joy,0.0
ordinário,joy,0.0
munição,joy,0.0
minério,joy,0.0
orégano,joy,0.0
orgânico,joy,0.0
organismo,joy,0.0
organista,joy,0.0
organizar,joy,0.0
organizado,joy,0.0
orgias,joy,0.0
orientar,joy,0.0
oriental,joy,0.0
orientação,joy,0.0
orifício,joy,0.0
origem,joy,0.0
originalidade,joy,0.0
originar,joy,0.0
originação,joy,0.0
Originador,joy,0.0
ornamento,joy,0.0
ornamental,joy,0.0
ornamentação,joy,0.0
ornamentado,joy,0.0
ornamentado,joy,0.0
órfão,joy,0.0
ortodoxo,joy,0.0
ortodoxia,joy,0.0
ortogonal,joy,0.0
oscilar,joy,0.0
oscilando,joy,0.0
oscilação,joy,0.0
oscilatório,joy,0.0
ostensivo,joy,0.0
ostensivamente,joy,0.0
avestruz,joy,0.0
Otto,joy,0.0
otomano,joy,0.0
onça,joy,0.0
nós mesmos,joy,0.0
outt,joy,0.0
surto,joy,0.0
exilado,joy,0.0
resultado,joy,0.0
clamor,joy,0.0
superar,joy,0.0
ar livre,joy,0.0
roupa,joy,0.0
superar,joy,0.0
crescimento,joy,0.0
dedo,joy,0.0
passeio,joy,0.0
estranho,joy,0.0
superar,joy,0.0
bandido,joy,0.0
tomada,joy,0.0
contorno,joy,0.0
contornos,joy,0.0
panorama,joy,0.0
periférico,joy,0.0
ultrapassar,joy,0.0
posto avançado,joy,0.0
derramamento,joy,0.0
saída,joy,0.0
ultraje,joy,0.0
indignado,joy,0.0
ultrajante,joy,0.0
completamente,joy,0.0
ultran,joy,0.0
início,joy,0.0
fora,joy,0.0
arredores,joy,0.0
franco,joy,0.0
estendido,joy,0.0
para fora,joy,0.0
para fora,joy,0.0
Outweigh,joy,0.0
oval,joy,0.0
ovário,joy,0.0
ovado,joy,0.0
ovação,joy,0.0
forno,joy,0.0
macacão,joy,0.0
arrogante,joy,0.0
sobrecarregar,joy,0.0
nublado,joy,0.0
sobrecarregado,joy,0.0
sobretudo,joy,0.0
superar,joy,0.0
superando,joy,0.0
exagerar,joy,0.0
overdose,joy,0.0
Overdrive,joy,0.0
atrasado,joy,0.0
superestimar,joy,0.0
superestimado,joy,0.0
transbordar,joy,0.0
coberto de vegetação,joy,0.0
crescimento excessivo,joy,0.0
pendente,joy,0.0
revisão,joy,0.0
a sobrecarga,joy,0.0
sobreposto,joy,0.0
sobreposição,joy,0.0
sobreposição,joy,0.0
sobrecarga,joy,0.0
sobrejacente,joy,0.0
pago em excesso,joy,0.0
ultrapassar,joy,0.0
exagerado,joy,0.0
sobrecarregar,joy,0.0
avassalador,joy,0.0
muito caro,joy,0.0
sobrepor,joy,0.0
substituir,joy,0.0
Overnun,joy,0.0
superintendente,joy,0.0
ofuscar,joy,0.0
supervisão,joy,0.0
dormindo demais,joy,0.0
exagerar,joy,0.0
estoque excessivo,joy,0.0
APRETO,joy,0.0
ultrapassar,joy,0.0
ultrapassado,joy,0.0
mais pensativo,joy,0.0
pensar demasiado,joy,0.0
derrubar,joy,0.0
ultrapassado,joy,0.0
abertura,joy,0.0
reviravolta,joy,0.0
Sobrecarga,joy,0.0
sobrecarregado,joy,0.0
muito pesado,joy,0.0
superzeal,joy,0.0
dever,joy,0.0
devido,joy,0.0
proprietário,joy,0.0
propriedade,joy,0.0
boi,joy,0.0
oxidação,joy,0.0
oxigênio,joy,0.0
oxímoro,joy,0.0
ostra,joy,0.0
ritmo,joy,0.0
pacífico,joy,0.0
Acalmar,joy,0.0
ritmo,joy,0.0
pacote,joy,0.0
pacote,joy,0.0
Packer,joy,0.0
pacote,joy,0.0
pacto,joy,0.0
almofada,joy,0.0
preenchimento,joy,0.0
Raddle,joy,0.0
"Pomar, pasto",joy,0.0
Paddy,joy,0.0
cadeado,joy,0.0
padre,joy,0.0
hino,joy,0.0
pagão,joy,0.0
paganismo,joy,0.0
página,joy,0.0
Pageant,joy,0.0
paginação,joy,0.0
pagode,joy,0.0
balde,joy,0.0
dor,joy,0.0
dor,joy,0.0
doloroso,joy,0.0
dolorosament,joy,0.0
sem dor,joy,0.0
dores,joy,0.0
diligente,joy,0.0
pintar,joy,0.0
pintado,joy,0.0
pintor,joy,0.0
pintura,joy,0.0
par,joy,0.0
pijamas,joy,0.0
amigo,joy,0.0
Palácio,joy,0.0
palatável,joy,0.0
palato,joy,0.0
pálido,joy,0.0
Paleontologia,joy,0.0
paleta,joy,0.0
mortalha,joy,0.0
paládio,joy,0.0
palete,joy,0.0
paliativo,joy,0.0
Palma,joy,0.0
Palmer,joy,0.0
palpável,joy,0.0
palpitações,joy,0.0
paralisia,joy,0.0
insignificante,joy,0.0
PAMPER,joy,0.0
panfleto,joy,0.0
frigideira,joy,0.0
panaceia,joy,0.0
Panache,joy,0.0
panqueca,joy,0.0
pandemia,joy,0.0
painel,joy,0.0
Pang,joy,0.0
pânico,joy,0.0
ataque de pânico,joy,0.0
em pânico,joy,0.0
em pânico,joy,0.0
panier,joy,0.0
panorama,joy,0.0
panorâmico,joy,0.0
calça,joy,0.0
panteão,joy,0.0
pantera,joy,0.0
calcinhas,joy,0.0
pantomima,joy,0.0
despensa,joy,0.0
calça,joy,0.0
Pap,joy,0.0
papado,joy,0.0
papal,joy,0.0
papel,joy,0.0
Paprika,joy,0.0
papiro,joy,0.0
par,joy,0.0
parábola,joy,0.0
parábola,joy,0.0
parabólico,joy,0.0
pára -quedas,joy,0.0
paradigma,joy,0.0
paradoxo,joy,0.0
paradoxal,joy,0.0
parafina,joy,0.0
parágrafo,joy,0.0
paralaxe,joy,0.0
paralelo,joy,0.0
paralelismo,joy,0.0
paralisia,joy,0.0
paralisar,joy,0.0
Paramount,joy,0.0
paranóia,joy,0.0
paranóico,joy,0.0
parapeito,joy,0.0
parafernália,joy,0.0
paráfrase,joy,0.0
parasita,joy,0.0
Parasol,joy,0.0
parcela,joy,0.0
encomendas,joy,0.0
pergaminho,joy,0.0
perdão,joy,0.0
pare,joy,0.0
parênquima,joy,0.0
pai,joy,0.0
parentesco,joy,0.0
parental,joy,0.0
parêntese,joy,0.0
entrevistados,joy,0.0
parietal,joy,0.0
Paring,joy,0.0
freguesia,joy,0.0
paridade,joy,0.0
parque,joy,0.0
linguajar,joy,0.0
parlamento,joy,0.0
parlamentar,joy,0.0
salão,joy,0.0
liberdade condicional,joy,0.0
parquet,joy,0.0
papagaio,joy,0.0
desviar-se,joy,0.0
analisar,joy,0.0
parcimonioso,joy,0.0
parcimônia,joy,0.0
salsinha,joy,0.0
Parson,joy,0.0
papel,joy,0.0
participe,joy,0.0
parcialidade,joy,0.0
parcialmente,joy,0.0
participar,joy,0.0
participação,joy,0.0
partícula,joy,0.0
particularidade,joy,0.0
detalhes,joy,0.0
separação,joy,0.0
partidário,joy,0.0
partidarismo,joy,0.0
partição,joy,0.0
parcialmente,joy,0.0
Parceiros,joy,0.0
parceria,joy,0.0
peças,joy,0.0
pas,joy,0.0
passar,joy,0.0
aceitável,joy,0.0
passagem,joy,0.0
passagem,joy,0.0
Passe,joy,0.0
passageiro,joy,0.0
passim,joy,0.0
passagem,joy,0.0
passiva,joy,0.0
passividade,joy,0.0
Passaporte,joy,0.0
senhas,joy,0.0
passado,joy,0.0
colar,joy,0.0
pastel,joy,0.0
passatempo,joy,0.0
pasto,joy,0.0
pastosa,joy,0.0
Pat,joy,0.0
correção,joy,0.0
Patchwork,joy,0.0
Pate,joy,0.0
patela,joy,0.0
patente,joy,0.0
paterno,joy,0.0
paternidade,joy,0.0
caminho,joy,0.0
patético,joy,0.0
patologia,joy,0.0
Pathos,joy,0.0
caminhos,joy,0.0
paciência,joy,0.0
pátio,joy,0.0
patriarca,joy,0.0
patriarcal,joy,0.0
patrimônio,joy,0.0
patriota,joy,0.0
patriótico,joy,0.0
patriotismo,joy,0.0
patrulha,joy,0.0
patrono,joy,0.0
patrocínio,joy,0.0
condescendente,joy,0.0
patrocinar,joy,0.0
condescendente,joy,0.0
Patter,joy,0.0
padrão,joy,0.0
escassez,joy,0.0
pobre,joy,0.0
pausa,joy,0.0
Pavimento,joy,0.0
pavimento,joy,0.0
pavilhão,joy,0.0
pavimentação,joy,0.0
pata,joy,0.0
penhor,joy,0.0
pax,joy,0.0
retorno,joy,0.0
pagador,joy,0.0
pagamento,joy,0.0
ervilha,joy,0.0
pacífico,joy,0.0
pavão,joy,0.0
pico,joy,0.0
atingiu o pico,joy,0.0
pérola,joy,0.0
camponês,joy,0.0
turfa,joy,0.0
seixo,joy,0.0
Peck,joy,0.0
peculiar,joy,0.0
peculiaridades,joy,0.0
peculiaridade,joy,0.0
particularmente,joy,0.0
pecuniário,joy,0.0
pedal,joy,0.0
pedante,joy,0.0
Peddle,joy,0.0
pedestal,joy,0.0
pedestre,joy,0.0
pediatria,joy,0.0
pedigree,joy,0.0
pedômetro,joy,0.0
casca,joy,0.0
Peep,joy,0.0
par,joy,0.0
encarando,joy,0.0
inigualável,joy,0.0
irritado,joy,0.0
Peg,joy,0.0
pinos,joy,0.0
Peice,joy,0.0
pelágico,joy,0.0
pellet,joy,0.0
caneta,joy,0.0
penal,joy,0.0
pena,joy,0.0
penitência,joy,0.0
propensão,joy,0.0
lápis,joy,0.0
pingente,joy,0.0
pendência,joy,0.0
pendente,joy,0.0
pendente,joy,0.0
pêndulo,joy,0.0
penetrar,joy,0.0
penetrante,joy,0.0
penetração,joy,0.0
Península,joy,0.0
penitenciária,joy,0.0
galhardete,joy,0.0
sem um tostão,joy,0.0
centavo,joy,0.0
pensão,joy,0.0
pensionista,joy,0.0
pensativo,joy,0.0
Pentágono,joy,0.0
Pentil,joy,0.0
penúltimo,joy,0.0
pessoas,joy,0.0
povoado,joy,0.0
pimenta,joy,0.0
Péptico,joy,0.0
perceber,joy,0.0
percentagem,joy,0.0
perceptível,joy,0.0
percepção,joy,0.0
perceptivo,joy,0.0
poleiro,joy,0.0
perchance,joy,0.0
percolação,joy,0.0
percussão,joy,0.0
perdição,joy,0.0
peremptório,joy,0.0
perene,joy,0.0
perfurado,joy,0.0
perfuração,joy,0.0
Perforce,joy,0.0
executar,joy,0.0
desempenho,joy,0.0
artista,joy,0.0
perfume,joy,0.0
perfumado,joy,0.0
peri,joy,0.0
peridoto,joy,0.0
perigo,joy,0.0
perigoso,joy,0.0
perímetro,joy,0.0
período,joy,0.0
periódico,joy,0.0
periódico,joy,0.0
periodicamente,joy,0.0
periodicidade,joy,0.0
periferia,joy,0.0
perecer,joy,0.0
perecível,joy,0.0
pereceu,joy,0.0
perecendo,joy,0.0
perjúrio,joy,0.0
vantagem,joy,0.0
permanência,joy,0.0
permeável,joy,0.0
permeado,joy,0.0
permeação,joy,0.0
permitida,joy,0.0
permissão,joy,0.0
permissivo,joy,0.0
permitir,joy,0.0
permitido,joy,0.0
permitir,joy,0.0
permutação,joy,0.0
pernicioso,joy,0.0
perpendicular,joy,0.0
perpetrar,joy,0.0
autor,joy,0.0
perpétuo,joy,0.0
perpetuamente,joy,0.0
perpetuar,joy,0.0
perpetuação,joy,0.0
perpetuidade,joy,0.0
perplexo,joy,0.0
perplexo,joy,0.0
perplexidade,joy,0.0
perseguir,joy,0.0
perseguição,joy,0.0
perseverança,joy,0.0
perseverar,joy,0.0
persistir,joy,0.0
persistência,joy,0.0
persistente,joy,0.0
persistindo,joy,0.0
pessoa,joy,0.0
gentil,joy,0.0
personagem,joy,0.0
pessoal,joy,0.0
personalidades,joy,0.0
personificação,joy,0.0
pessoal,joy,0.0
pessoas,joy,0.0
transpiração,joy,0.0
persuadir,joy,0.0
persuasão,joy,0.0
persuasivo,joy,0.0
pert,joy,0.0
pertinente,joy,0.0
perturbação,joy,0.0
pertussis,joy,0.0
leitura,joy,0.0
ler,joy,0.0
permeado,joy,0.0
perverso,joy,0.0
perversão,joy,0.0
perverter,joy,0.0
pervertido,joy,0.0
pessimismo,joy,0.0
pessimista,joy,0.0
praga,joy,0.0
peste,joy,0.0
bicho de estimação,joy,0.0
Petit,joy,0.0
petição,joy,0.0
peticionário,joy,0.0
Petloss,joy,0.0
Petpeeve,joy,0.0
petrificado,joy,0.0
petrificar,joy,0.0
gasolina,joy,0.0
petróleo,joy,0.0
petting,joy,0.0
pequeno,joy,0.0
PEW,joy,0.0
estanho,joy,0.0
falange,joy,0.0
fantasma,joy,0.0
farmacêutico,joy,0.0
farmacêutico,joy,0.0
farmacologia,joy,0.0
farmacia,joy,0.0
Estágio,joy,0.0
fenômeno,joy,0.0
ufa,joy,0.0
filantrópico,joy,0.0
filantropo,joy,0.0
filantropia,joy,0.0
filósofo,joy,0.0
filosófico,joy,0.0
filosófico,joy,0.0
filosofia,joy,0.0
fleuma,joy,0.0
fobia,joy,0.0
Fénix,joy,0.0
telefone,joy,0.0
fonético,joy,0.0
fonética,joy,0.0
fonética,joy,0.0
fonógrafo,joy,0.0
fonologia,joy,0.0
falso,joy,0.0
fósforo,joy,0.0
fósforo,joy,0.0
foto,joy,0.0
Fotogênico,joy,0.0
fotografia,joy,0.0
fotógrafo,joy,0.0
fotografia,joy,0.0
fotometria,joy,0.0
frase,joy,0.0
fraseologia,joy,0.0
filogenia,joy,0.0
físico,joy,0.0
médico,joy,0.0
físico,joy,0.0
física,joy,0.0
fisiologia,joy,0.0
físic,joy,0.0
pianista,joy,0.0
piano,joy,0.0
praça,joy,0.0
flautim,joy,0.0
escolha,joy,0.0
escolhido,joy,0.0
piquete,joy,0.0
piquete,joy,0.0
salmoura,joy,0.0
escolher,joy,0.0
pictórico,joy,0.0
foto,joy,0.0
torta,joy,0.0
fragmentado,joy,0.0
PiecefShit,joy,0.0
Pied,joy,0.0
Pier,joy,0.0
perfurar,joy,0.0
piedade,joy,0.0
porco,joy,0.0
Pombo,joy,0.0
pigmento,joy,0.0
pique,joy,0.0
pilha,joy,0.0
pilhas,joy,0.0
peregrino,joy,0.0
peregrinação,joy,0.0
comprimido,joy,0.0
pilhagem,joy,0.0
pilar,joy,0.0
travesseiro,joy,0.0
fronha,joy,0.0
piloto,joy,0.0
cafetão,joy,0.0
espinha,joy,0.0
alfinete,joy,0.0
pitada,joy,0.0
beliscando,joy,0.0
pinho,joy,0.0
abacaxi,joy,0.0
ping,joy,0.0
orifício,joy,0.0
pinhão,joy,0.0
rosa,joy,0.0
pináculo,joy,0.0
pioneiro,joy,0.0
piedoso,joy,0.0
pip,joy,0.0
cano,joy,0.0
canalizado,joy,0.0
oleoduto,joy,0.0
Piper,joy,0.0
pipeta,joy,0.0
pique,joy,0.0
pirataria,joy,0.0
pirata,joy,0.0
piscina,joy,0.0
chateado,joy,0.0
puto,joy,0.0
PissesesMeoff,joy,0.0
PissingMeoff,joy,0.0
não me chateies,joy,0.0
pistola,joy,0.0
pistão,joy,0.0
poço,joy,0.0
tom,joy,0.0
jarro,joy,0.0
armadilha,joy,0.0
Pith,joy,0.0
Pithy,joy,0.0
esburacado,joy,0.0
pena,joy,0.0
pivô,joy,0.0
pix,joy,0.0
cartaz,joy,0.0
lugar,joy,0.0
placebo,joy,0.0
plácido,joy,0.0
Cacket,joy,0.0
plágio,joy,0.0
praga,joy,0.0
xadrez,joy,0.0
simples,joy,0.0
Autor,joy,0.0
queixoso,joy,0.0
plano,joy,0.0
avião,joy,0.0
aviões,joy,0.0
planeta,joy,0.0
planetário,joy,0.0
planetas,joy,0.0
prancha,joy,0.0
planejado,joy,0.0
planejamento,joy,0.0
plantar,joy,0.0
plantação,joy,0.0
plantador,joy,0.0
plantio,joy,0.0
plasma,joy,0.0
gesso,joy,0.0
plástico,joy,0.0
plasticidade,joy,0.0
Plat,joy,0.0
placa,joy,0.0
platô,joy,0.0
banhado,joy,0.0
plataforma,joy,0.0
revestimento,joy,0.0
pelotão,joy,0.0
PLATTER,joy,0.0
aplaudit,joy,0.0
plausibilidade,joy,0.0
plausível,joy,0.0
jogar,joy,0.0
playa,joy,0.0
jogador,joy,0.0
Playmate,joy,0.0
dramaturgo,joy,0.0
praça,joy,0.0
declarar,joy,0.0
prega,joy,0.0
plissado,joy,0.0
prometido,joy,0.0
plenário,joy,0.0
abundante,joy,0.0
bastante,joy,0.0
plenum,joy,0.0
abundância,joy,0.0
plexo,joy,0.0
flexível,joy,0.0
Plicação,joy,0.0
alicate,joy,0.0
situação,joy,0.0
plinto,joy,0.0
Plodding,joy,0.0
trama,joy,0.0
arado,joy,0.0
arado,joy,0.0
tarambola,joy,0.0
arado,joy,0.0
arado,joy,0.0
arando,joy,0.0
arranca,joy,0.0
plugue,joy,0.0
ameixa,joy,0.0
plumagem,joy,0.0
prumo,joy,0.0
pluma,joy,0.0
prumo,joy,0.0
Glump,joy,0.0
Plumper,joy,0.0
pilhagem,joy,0.0
mergulho,joy,0.0
plural,joy,0.0
pluralidade,joy,0.0
pelúcia,joy,0.0
plutônio,joy,0.0
dobra,joy,0.0
pneumonia,joy,0.0
caçadores caçadores,joy,0.0
caça furtiva,joy,0.0
bolso,joy,0.0
bolso,joy,0.0
pod,joy,0.0
poema,joy,0.0
poeta,joy,0.0
poético,joy,0.0
poético,joy,0.0
poético,joy,0.0
poesia,joy,0.0
pungente,joy,0.0
apontar,joy,0.0
claramente,joy,0.0
ponteiro,joy,0.0
sem sentido,joy,0.0
equilíbrio,joy,0.0
tóxico,joy,0.0
envenenado,joy,0.0
envenenamento,joy,0.0
venenoso,joy,0.0
cutucar,joy,0.0
poker,joy,0.0
Pokes,joy,0.0
polar,joy,0.0
polaridade,joy,0.0
pólo,joy,0.0
polêmica,joy,0.0
polícia,joy,0.0
policial,joy,0.0
política,joy,0.0
poliomielite,joy,0.0
polonês,joy,0.0
polido,joy,0.0
educado,joy,0.0
polidez,joy,0.0
político,joy,0.0
político,joy,0.0
política,joy,0.0
política,joy,0.0
enquete,joy,0.0
poluir,joy,0.0
poluição,joy,0.0
pólo,joy,0.0
poligamia,joy,0.0
polígono,joy,0.0
poligonal,joy,0.0
polímero,joy,0.0
polimorfismo,joy,0.0
pompa,joy,0.0
pomposo,joy,0.0
poncho,joy,0.0
ponderar,joy,0.0
ponderado,joy,0.0
pontífice,joy,0.0
pontificado,joy,0.0
pontão,joy,0.0
poodle,joy,0.0
piscina,joy,0.0
cocô,joy,0.0
mal,joy,0.0
pop,joy,0.0
papa,joy,0.0
Poppy,joy,0.0
popular,joy,0.0
popularidade,joy,0.0
popularizado,joy,0.0
população,joy,0.0
populoso,joy,0.0
porcelana,joy,0.0
varanda,joy,0.0
porco -espinho,joy,0.0
poro,joy,0.0
carne de porco,joy,0.0
pornô,joy,0.0
porno,joy,0.0
pornográfico,joy,0.0
pornografia,joy,0.0
porosidade,joy,0.0
poroso,joy,0.0
mingau,joy,0.0
porta,joy,0.0
portátil,joy,0.0
Portage,joy,0.0
portal,joy,0.0
porteiro,joy,0.0
Portfólio,joy,0.0
pórtico,joy,0.0
parte,joy,0.0
retrato,joy,0.0
retrato,joy,0.0
retratar,joy,0.0
pose,joy,0.0
Poser,joy,0.0
posicionado,joy,0.0
posição,joy,0.0
Posse,joy,0.0
possuído,joy,0.0
possuindo,joy,0.0
posse,joy,0.0
possuidor,joy,0.0
possibilidade,joy,0.0
possivelmente,joy,0.0
publicar,joy,0.0
postal,joy,0.0
poster,joy,0.0
posterior,joy,0.0
posteridade,joy,0.0
póstumo,joy,0.0
adiar,joy,0.0
postergado,joy,0.0
adiamento,joy,0.0
PostScript,joy,0.0
postulado,joy,0.0
postura,joy,0.0
Panela,joy,0.0
potável,joy,0.0
potência,joy,0.0
potente,joy,0.0
potencial,joy,0.0
Poção,joy,0.0
potluck,joy,0.0
potpourri,joy,0.0
oleiro,joy,0.0
cerâmica,joy,0.0
bolsa,joy,0.0
aves,joy,0.0
libra,joy,0.0
batendo,joy,0.0
derramar,joy,0.0
BOUT,joy,0.0
fazendo beicinho,joy,0.0
pobreza,joy,0.0
Pancada,joy,0.0
pó,joy,0.0
em pó,joy,0.0
em pó,joy,0.0
poderosamente,joy,0.0
impotente,joy,0.0
varíola,joy,0.0
praticável,joy,0.0
prático,joy,0.0
praticamente,joy,0.0
prática,joy,0.0
prática,joy,0.0
praticante,joy,0.0
pradaria,joy,0.0
peça,joy,0.0
práxis,joy,0.0
Reze por mim,joy,0.0
Rezar,joy,0.0
pregar,joy,0.0
pregador,joy,0.0
pregando,joy,0.0
preâmbulo,joy,0.0
precário,joy,0.0
precaução,joy,0.0
precauional,joy,0.0
preceder,joy,0.0
precedência,joy,0.0
precedente,joy,0.0
precedente,joy,0.0
preceito,joy,0.0
preceptor,joy,0.0
precessão,joy,0.0
Delegacia,joy,0.0
distritos,joy,0.0
precipício,joy,0.0
precipitado,joy,0.0
precipitação,joy,0.0
precipitado,joy,0.0
preciso,joy,0.0
precisamente,joy,0.0
precisão,joy,0.0
impedir,joy,0.0
precoce,joy,0.0
precursor,joy,0.0
predatório,joy,0.0
antecessor,joy,0.0
dilema,joy,0.0
predicado,joy,0.0
prever,joy,0.0
prevendo,joy,0.0
predição,joy,0.0
preditivo,joy,0.0
preditor,joy,0.0
predileção,joy,0.0
predispor,joy,0.0
predisposto,joy,0.0
