sentiment;text
joy;When I met with friends that I hadn't seen for a long time.
fear;One evening a friend of mine was telling a fearful story, nobody a took it seriously but I got frightened.
anger;I got angry with a stranger in a train who behaved impertinently a and immorally
sadness;When I failed at the first entrance exam.
disgust;The event which got me angry got also an aversion in me.
shame;Once I was not ready for a seminar and I was asked to leave.
guilt;I felt guilty when once I made my mother angry.
joy;Six months ago when I got acquaintanced with a person whom I a trusted infinitely and from whom I expected help and friendly a feelings. With him I found much in common - in our views and in a our fate.
fear;Few days ago I really experienced fear. It was connected with a unexpected actions on the part of a group of people. This evoked a in me many negative emotions.
anger;I always get angry when somebody deceives me, or tries to conceal a his lie skilfully and this offends me even more.
sadness;Sadness - this is an emotion which I have felt very often a recently. I can't remember a concrete example. I will describe my a general impression from severl situations which evoked this a feeling in me.
disgust;I became disgusted with the man on whom I had counted, who I had a trusted, the man who should have been my mainstay - my father. a I could hardly make myself (and the others) believe in this a emotion. It has cumulated after events and deeds. Everything can a happen in this world.
shame;I am ashamed of the way my father behaves with my mother and a sister, and with me too.
guilt;I didn't keep a promise I had made to a man, and in this way I a lost his esteem and confidence in me. I caused him a lot of a trouble.
joy;When I was accepted as a student.
fear;I was a bit frightened when it was found that there was something a wrong with my liver. However it turned out that it was not a serious and I need not worry.
anger;With the girl whom I may be loved truly. When she refused to come a with me to an occasion (she was from another town).
sadness;For the girl who halped me go on living and made me happy - when a I don't see her even for two or three days.
disgust;For a drunk man (about 20 years old) that I met one evening, and a who behaved impudently with the girls standing by.
shame;I was embarassed at the exam in microbiology. I was ashamed with a myself - how little I knew and how good was the examinor. I a rarely become ashamed.
guilt;Recently when I made a slip and blurted out indecent words in my a mother's presence.
joy;I felt it when on duty in the hospital I understood that I was a not afraid to face death, that I also helped a little to relieve a the pains of a patient.
fear;Fear overwhelmed me when right against the car I was in I saw a another one, as if out of control of the driver.
anger;I felt it when a girl who was dear to me lied to my face. I got a angry with the fact that she knew I didn't believe her but she a kept on telling lies.
sadness;Sadness, no, I felt something much stronger when my father died.
disgust;I got disgusted with a man who was beating a woman in the street. a I just happened to be there but I was abhorred by the rudness.
shame;I was ashamed of the way I deceived that I could not help a a friend, although it was absolutely possible for me. Nothing was a revealed but I haven't called up this person since then.
guilt;I had an appointment with a colleague of mine to give her my a lecture notes. I couldn't go and I didn't send them, and so the a girl missed a day for the preparation of her term exams.
joy;When I knew that my husband and I were going to have a child.
fear;Two years ago I saw a film on the TV. Even now it makes me a afraid.
anger;When my husband stays late at a meeting and I have to be alone.
sadness;The loss of a person I loved very much.
disgust;Deception from a person I loved very much.
shame;I didn't tell my parents that I was going to Sofia. I told them a that I was going to a seminar. My mother knew that I was lying but a she didn't stop me.
guilt;The assistant professor saw me cheat at the preliminary a examination.
joy;I was very happy when I got the message that I had been accepted a as a student in medicine.
fear;I felt something close to that when I saw that there was a man on a the terrace of the flat.
anger;I got angry when I learned how short a time we had to prepare for a the term examinations.
sadness;I felt sad when my first boyfriend and I left each other. It was neither a his fault nor mine.
disgust;I felt it today when the bus driver shouted rather indecent words a at a man without any reason whatsoever.
shame;At an exam in pharmacology I tried to prompt a coleague (she a asked me something) and the assistant professor made me a sharp a remark.
guilt;My grandmother has been in a hospital for a week and I still a haven't had time to see her.
joy;When I learned that my parents were going abroad and leaving me a alone for a few years.
fear;I was at the seaside and my brother disappeared for a couple of a hours.
disgust;Some time ago I was disgusted with the cleanness of the arefectory of our institute.
shame;We were at a football match and when we were leaving the stadium a (the stadium was packed with people) and I lost my shoe in the a crowd. Our attempts to find it didn't give any result and I had a to go home without one shoe. In other words to cross the whole a town !
guilt;I felt guilty last year during the winter term exams. A colleague a of mine asked me to give him my lecture notes (I had very good a notes and I had passed my exam in advance) but I still don't know a why I didn't give them to him. That colleague failed and he was a on the verge of not passing it at the supplementary examinations.
joy;When I was admitted to the Institute. I had problems with many a people about my applying for this institute and I decided to a prove that one can pass excellently without visiting any a preparatory couse. That is - I proved what I could do on my own.
fear;Once as a child I dreamed of a fire. Since that time I hadn't a wanted to sleep in that bed and had feared the night darkness a (and so it is now).
anger;A chief was unjustly punished on an autumn brigade and the one a who was really guilty kept silent. I stepped in front and told a the truth. The guilty chief called me in after the roll-call and a threatened me.
sadness;Years ago I fell in love for the first time. as natural for every a school-girl I was day-dreaming. Later (after 3 years) we left a each other. No one was to blame but I felt deep sadness. Even now a I remember about it quite often.
disgust;It was at a comsomol(??) meeting, the last one because we were to a graduate. The way one of my fellow-students behaved made me feel a disgusted.
shame;I was at a children's camp abroad. The people (the leaders, my a coevals) were very king to us. One night we smeared our foreign a friends with tooth-paste while they were sleeping and then we a roused the whole camp by our shouts. Later I was so sorry. I a didn't utter a word for two days, then I went to apologize.
guilt;When I was in the fifth class the rating was done in our a mark-books. I hadn't been examined yet but I had heard from my a classmates about the scolding they had got at home. My first a mark was in geography - good 4. I judged I had known for more a than that and I put down very good for fear of being scolded. aNaturally my parents guessed all about it. They rebuked me for awhat I had done.
joy;When I learned I was admitted to study what I wanted most - a floriculture (this is a narrow specialization from the general a one).
fear;I was walking on the pavement when a white car rolled on it and a directed towards me. I was quite near the house wall when it a rolled by and hit me.
anger;My grandmother's brother had taken active part in the resistance a movement. He had been in prison many times and there he lost his a health. He became an invalid. When we phoned to First Aid the a nurse on duty behaved quite unkindly when she understood how old a he was (79).
sadness;My boyfriend is a soldier. He was on a leave. I felt sad when we a had to get separated again.
disgust;I felt disgusted about a teacher who had rejected all that was a human in her. She refused to accept the flowers we gave her for a the eighth of March and asked for a foreign parfume instead.
shame;I was examined by a teacher I greatly respected. I was well a prepared on the subjects but he put some side-issues to me and I a couldn't answer.
guilt;I had undertaken to help my sister for her class work but some a unexpected circumstances prevented me from doing that.
joy;I was very glad when I learned I was a student already. I heard a about it over the phone, I didn't believe it at first.
fear;I had worries about a certain illness.
anger;I suffered from a gynaecological illness. I was quite displeased a to hear that my roommates had talked about it and they had a misrepresented the truth. I felt deeply hurt when I learned that a it was done by a good acquaintance of mine.
sadness;When my first boyfriend left me. I tried not to let him a understand I felt miserable.
disgust;I hate hypocrisy. My friend (girl) tried to intrude into my a affairs with my future husband. After that she behaved as if a nothing had happened.
shame;I feel shame when I have made a promise, I can't keep it and this a has negative effects which are caused by my behavior.
guilt;I felt it when I came home after the examination session and I a said I had not passed my last exam.
joy;I felt glad when I took the rather difficult organic chemistry a examination.
fear;This was what I felt when my boyfriend went to Bourgas to study a there. I had the feeling I would lose him. Anyway the distance a Plovdiv-Bourgas seemed to me so great.
anger;I confronted with this feeling at the Institute quite recently, a the pedology lecturer was the cause.
sadness;This feeling was quite deep when my friend (girl) died in a car a accident.
disgust;I am disgusted with the behavior of a car driver whose car would a run over me and my friends during our autumn brigade.
shame;I felt shame when I discontinued my education for eight months. 
guilt;The sense of guilt came over me too, when I interrupted my a studies. Why ? Because I felt guilty before my parents ! They a believed in me though this event did not make them disbelieve me.
joy;I sensed a strong feeling of joy when in the plant, at my working a place, I got a message that I was admitted as full time student at a the Higher Agricultural Institute.
fear;Fear when fulfilling my obligations on my first night fatigue a duty as a soldier.
anger;When on a car journey a fellow student crossed our way with his a own car and we had to bump into a roadside trunk.
sadness;The loss of a close relative who was ill with cancer.
disgust;I am disgusted with a nieghbour who is looking for all sorts of a quarrel with my parents and me. He feels we are hampering his a living close to us. This has been going on for quite a long time.
shame;Some time ago I promised to meet an acquaintance of mine and to a carry him some promised papers. I haven't done it until this day. a Now I feel quite awkward when I meet him.
guilt;A sense of guilt before my parents when I had to discountinue my a studies in the first year because of unpassed exams.
joy;After a difficult exam. When I had not hoped to take it and had a got a high mark. When you present someone with something and he a feels glad.
fear;Fear from the unknown. I felt fear when I sat for the entrance a examinations.
anger;I feel angry at people's indifference at our ability to be a present at an event and to stay partial to what happens.
sadness;When you are far away from relatives and friends. I feel sad for a my early years, for the freedom and the carefree years of a childhood.
disgust;I feel disgusted with the bootlickers, with helpless people.
shame;I feel ashamed when I act dishonestly toward somebody.
guilt;I didn't visit a very close friend at the hospital and some days a later he died.
joy;I was sitting for an exam in biochemistry, I was very excited a because it was a supplementary examination. I passed the exam a very well and was glad because I recovered my selfconfidence.
fear;Students fear many things but we seem to fear the examinations a most of all. I remember I was horror stricken before my a microbiology exam, because it was a decisive one.
anger;It was necessary to organise a competition in connection with a a celebration. Everyone was to be present at that event. It turned a out that there was no audience at all because everyone had a pretended to be very intelligent and no one had come. I got a furious.
sadness;When I part with my friends I feel always sad for some time. I a can't remember a concrete example now. For example I have just a parted with a friend of mine and I am feeling sad.
disgust;In autumn I had to move to another lodging. My landlords, quite a intelligent people, warned me I had to move in the nearest a future. But I had difficulties in moving my luggage because I a couldn't wait for a car to come. How amazed I was to hear them a threatening me they would throw our my things. And at that my a luggage was well packed and did not stand in their way. I was a quite disappointed and disgusted.
shame;During our last exarcise in agricultural machines we went out in a the yard to examine a row of machines. But we seemed not to have a fulfilled our task well, because when our teacher came and asked a me a question I was unable to answer. I felt awkward because he a didn't deserve it.
guilt;I remember about an unpleasant event in relation to my mother. I a felt guilty before her.
joy;When I succeded in establishing a contact with a girl (who is now a my girlfriend).
fear;I fear before each exam.
anger;When my bosom friend tried to lie to me.
sadness;When I quarrelled with a very close friend of mine.
disgust;When I see the acts and deeds of a blind drunk man.
shame;When I wasn't well prepared for a terminal exam and the teacher a tried to give me a three by asking me some very easy questions. I a burned with shame then.
guilt;When once my mother asked me to do some work for her at home a because she was busy and moreover this work was to be done by a a man. But it remained undone.
joy;I feel joy usually after each taken exam, the last one was in a February.
fear;It was not long ago when I and two of friends of mine got quite drunk a and one of them began to rave under the influence of the alcohol. a I felt fear of what could have happened.
anger;I felt anger at my last exam, I felt angry with our teacher, a because he did not rate me objectively and I failed.
sadness;I met a girl some time ago and I cared very much about her but it a happened so that we left each other. I felt some sort of sadness, I think a I can call it so.
disgust;I had a very good friend (boy) and I thought I could rely on him a but he behaved badly with a girl who used to trust us completely.
shame;Immediately after the New Year holidays I happened to visit a a party where there was a lot of alcohol and I became drunk. On the a next day I felt sort of ashamed when I remembered what I had said a and done on the night before.
guilt;Last year I put off an exam for the autumn session without a knowing if there was a supplementary examination session. When I a came home with my exam unpassed I felt guilty before my parents a when I remembered how much they had done for me.
joy;When I was admitted to the Higher Institute.
fear;I felt fear when I fell down and broke my leg into pieces and I a could not feel it at all.
anger;I felt angry when I failed in an exam about which I knew quite a a few things and I did not deserve to be plucked.
sadness;When my mother and father were on an excursion in Chechoslovakia a and I was at a student camp and I heard over the radio about the a events that were taking place there.
disgust;I felt disgust with alcohol in general when a close friend of a mine got so drunk that he didn't realize what he was doing and it a was quite shameful.
shame;I felt ashamed when my parents found out that I had deceived a them.
guilt;I felt guilty when I had taken the car keys and I had an accident a but as my parents did not know who was to blame, they punished my a brother because I had no driving licence and they thought it a impossible that had driven the car.
joy;I felt joy when I was admitted to the Higher Agricultural a Institute.
fear;I feel fear quite often but this feeling was very strong last a year when my husband was quite unexpectedly sent to the hospital.
anger;That was what I felt with a teacher who put down quite unreal a marks.
sadness;I felt sad when a friend of mine died and I felt that something a had irrevocably gone away from me.
disgust;I felt disgust with a lady teacher who used to nag, to mock, to a interrupt everyone of my fellow students each time we had a class a with her in our first year.
shame;That was what I felt when I told my first lie and then was a cought.
guilt;I felt guilty when I failed to take an exam though I had had a enough time to read for it but I hadn't made use of it.
joy;I was for the first time on a brigade this year. At that time my a sister was to bear a child. I was mad with joy when I opened the a telegram from my parents and learned I had a nephew.
fear;It was some years ago when one evening some people came home and a told us my father was badly injured in an accident.
anger;I faced this feeling when I realized I wasn't admitted to the a institute in the first classifying, in spite of the high mark I a had got at the entrance examination.a 
sadness;Always when I get separated from my friends and relatives from my a home town.
disgust;I feel disgust with my first boyfriend who made fun of our love a in an abominable way.
shame;I have always felt ashamed for some people's behavior to their a too old parents. I have felt hurt and shy when they have left a them to the mercy of fate.
guilt;I feel always guilty before my parents when I come home and have a to tell them I have failed an exam.
joy;Naturally when I got myself discharged this was my second a birthday.
fear;When I failed my first exam at the Higher Institute.
anger;A nuisance used to live in our flat a month ago. I experienced a this feeling when I tried to chase her out.
sadness;After my father's death.
disgust;With an alcoholic.
shame;Once I had dinner at an elegant restaurant and I did not have a enough money to pay the bill. There were a lot of people there a and I felt quite awkward.
guilt;Something very unpleasant happened when I was a soldier and I was a directly involved in it.
joy;I felt the greatest burst of joy when after being heavily ill for a a long period, my father came back home.
fear;I was terrified during an axcursion in Italy. I was lost and left a alone in this unfamiliar country.
anger;I took part in a football match. The referee was extremely a partial to the opposite team. This stirred up my discontent and a anger.
sadness;When my first girlfriend an I left each other.
disgust;During a summer holiday at a bar I happened to see a dead to the a world woman.
shame;When I first had a sexual intercourse.
guilt;I remember when I was a little boy I broke a Swiss dinner set a quite involuntarily.
joy;When I got a message that I was employed as a nurse at a a kindergarten.
fear;When I first sat for an entrance examination.
anger;When a teacher though pretending to be a highly cultivated a teacher and a man, slapped a classmate of mine in the face quite a undeservedly.
sadness;When I got separated from my first love.
disgust;Many times, when my father used to come home drunk and maltreated a physically me and my mother.
shame;When for the first and the last time I tried to crib and the a teacher was with her back to me but right when I was taking the a materials out she turned round and saw me.
guilt;When at times unconscienciously I speak to my mother in a high a tome but after that I am sorry and I feel guilty.
joy;Being invited out by a person I wished to get closer to. He a telephoned and invited me to go out with him the next night.
fear;Watching a horror movie with friends.
anger;The breakup of a relationship. After the event I was upset/sad a then angry maybe 2/3 weeks later.
sadness;The funeral of a friend who was killed in a car accident. She was a of my own age, there were many of my own friends present, as well a as her family etc.
disgust;Disgust for a person who treated me badly, and has treated other a people similarly - including lying, hiding facts, being a deceitful, unfair, etc.
shame;Losing my temper and allowing myself to act childishly by yelling a and screaming at a person who I felt had done me wrong - in a effect lowering myself to their level.
guilt;Guilt at often being unable to visit a close relative in hospital a after her death I felt very guilty and wished I had done more.
joy;Achievement of a task by a friend who had begun a new job. She a wasn't confident of handling the situation so was thinking of a leaving the job only after 2 days employment.
fear;Walking home at night after university - part of the way, there a are ano lights and I am walking down a thoroughfare with the a thouth of no one hearing me if I have to scream.
anger;When my son omits to carry out certain duties at home that he a knows needs doing.
sadness;When I saw my niece (5 yrs) crying in the hallway for her mother a who had passed away about a month ago.
disgust;With a woman who had walked into my place of employment and a urinated on the floor in front of everyone.
shame;When I found a letter addressed To Mum by my son, 6 months alater, he begged me not to sell his new shoes which he messed up aafter wearing them for the first time.
guilt;When I had lied to a friend/son about some things we had a discussed and I had to be one better.
joy;Felt joy a few years ago when I was away on holiday. And sat very a close to my best friend looking straight into the eyes.
fear;I had to tell someone that I was interested in remaining celibate a and alone. And that my spiritual master strictly prohibited a sexual relations outside of marriage. This caused great fear a through lack of conviction afraid to hurt someone's feelings a despite my own being hurt in the process.
anger;In a sociology class I felt very angry towards some members of a society for exploiting the Polynesian people, dawn raids by a Police (Martin Luther King, Blacks in S.A.). But this was just a a reflection of my own shortcomings.
sadness;Felt sad about some street kids in QUEII square, Aotea square. a Because they had been sniffing glue and some were very young. I a went into the role of a performing clown.
disgust;I was disgusted by my paranoid attitude towards myself, my a homework at university and disgusted about my lack of retention. a Especially in learning another language.
shame;I felt shame at the hurt I caused to my family especially my a parent father, shame of hurting people emotionally. A misconceived a self-blaming that didn't do me any good. Shame at being myself as a I am.
guilt;I felt guilty at being part of the successful people. Felt guilty a at being a student when other people were not. Guilt about being a a potential success in various areas of society. (So stupid this a emotion)
joy;When I meet old past pupils of mine - and find they are all doing a well - I feel joy. Yesterday I met a young woman (20 yrs) I'd a taught her at 6 yrs, then at 12 yrs and hadn't seen her for last a 3-4 yrs, she was no longer a waitress but a meter maid for a Council.
fear;A Maori language oral test, yeaterday - Although I had studied a intensely - once in the examiners room I blew it - I was so anervous I couldn't reply easily - It was very important, but I agot only blankness.
anger;A friend visited and made comments that my house/garden were not a as neat/tidy as in the past. I'd not seen her a year - She a implied I'd gone to the pack (I'd only been working full time, a and taking 3 University exams part time).
sadness;When my father a 4th/5th generation colonial (from Eng.) attacked a me verbally about my chosen partner. A man whom he discarded a because his colour skin was not white. His ultimate disgust a saddned me.
disgust;People who came to our home - and requested Put out your smoke. aThat we should not smoke in our house... and asked not even apolitely. It disgusted me because I think people need to adapt to athe situation.
shame;Put down by my father - at a family outing at mutual family a friends dinner. Told Not to Speak. The attitude by him was anegative/I was in mid 20s, I had done many things - a wide range aof experiences. Probably greater than he.
guilt;Not attending school, when am not sick - but in need of mental a rest. Staff on your return query your sickness - it is easier ain N.Z. to be sick, rather than confide other personal reasons aetc.
joy;My 3 children - each top his class in the final exams 1984.
fear;A truck (big one) nearly mowed me off the road (I was driving a a small Lazer).
anger;A shop in Downtown wouldn't accept my Visa Card - before December a last year.
sadness;My dog of 16 and 1/2 years - Lord Grey died in his sleep - His adeath caused me more and deeper sadness than I thought.
disgust;A sour looking man was beating his thin dog in Remuera.
shame;I told Mr Winter of Downtown Fashion to go to - when he did not a accept my Visa !
guilt;When I accepted a lunch invitation from a past male friend.
joy;When my daughter was born.
fear;When my mother entered surgery for a quadruple heart bypass. I a felt intense fear at the time she was actually wheeled away.
anger;When my husband got picked up in our new car for drunken driving. a We had made a pact the other would not drink and so therefore a would be the driver for the evening etc. I was not present at the a time.
sadness;When my grandmother died very suddenly without warning.
disgust;When the N.Z. rugby union announced that they would proceed with a a rugby tour of South Africa.
shame;When I was unable to respond to a welcome in my indigenous a language of Maori at an important function where I was the only a woman in the group and it was expected of me.
guilt;When I made an excuse to get out of participating in an important a family occasion that I should not have missed.
joy;Being reunited with my family after not having seen them for 5 a years, at the airport. Sheer elation at getting through the a paper work collecting bags and the anticipation of coming athrough the customs gate.
fear;I caught a huge eel on a fishing line which I had pulled into the a boat. I cut the line and threw the whole lot back into the water. a Later that day and about ten miles away I went swimming and a someone made the comment wondering how far eels could swim, I a abruptly ended swimming for fear at an unseen eel for a few days a until we had left the district.
anger;My partner without discussing with me the situation decided it a was time for us to have a break and went ahead and arranged his a own life for the next 6-12 months, then told me the day before it a was about to happen having been tolerant and friendly for the a preceding week.
sadness;I had been living in an overseas city and made the decision to a leave the city and come home about 12 months before I met a whole a new set of friends, leaving them at the airport was sad and a traumatic as they had helped me in many ways and I knew I a wouldn't see many of them again.
fear;After I had managed to fail my first year at University I was a scared as to what I was going to do with my future. I didn't want a a mundane 9-5 job and yet I didn't know if I could pay my way a through an unsubsidized year at university to settle down and a continue my studies.
anger;This situation keeps occurring - when my little sister disagrees a with me or vice-versa. We have very similar temperaments and I a always end up feeling angry at her and myself for fighting so a much over unimportant trivial matters.
sadness;When my grandmother, who has been living with us for 14 years, a had a stroke and was left paralysed on one side. She has been a quite close to our family and to see her suffer in this way makes a me feel really sad.
disgust;A gathering of a social sports club at which they proceeded to a show pornographic videos and then afterwards (when most people a had had quite a bit to drink) carried on in a very degrading, a unmoral manner - especially females exposing and flaunting a themselves with no shame or embarassment.
shame;Like guilt - the most ashamed I have ever felt was when I began a to feel guilty about having sex with my boyfriend when it was a only the thing to do, and not really an act of love.
guilt;This feeling of guilt really applies to moral/religious views. I a (being Catholic) went against what I was brought up to believe in a and had a sexual relationship with my boyfriend. Many months a later, when I was doing some deeper self analysis I began to feel a guilty and realized that I had gone against what I wanted for a myself and my future.
joy;My mother along with some of my friends gave me a surprise a birthday party - they invited a large number of my friends along a too.
fear;My mother did not come home till late at night (Ages ago). Anyway a if I don't know where my parents are and when they'll be back I a start thinking that perhaps they have had an accident and are a perhaps dead.
anger;Because I am the Captain of a basketball team I usually organise a a roster system so that everyone in the team can have a turn at a doing either a duty or a ref. A lot of the time the girls can't a be bothered or just forget - I usually have to fill in.
sadness;So as to be closer to the university I have left home and moved a into Auckland. It now seems as if I have left home - especially a my family - forever.
disgust;A friend of mine goes out with this guy. She sleeps with him but a is quite happy for him to play around - as well as herself.
guilt;I did not attend a social studies observation class for 1 whole a week (I am a student trainee teacher). Anyway the other teachers a thought this was okay because the teacher I was supposed to a observe was not well liked. The teacher was in fact really nice a to me - but I wanted to get out of teaching a hard topic he had a given me.
joy;Passing my pharmacy exams which meant my tertiary education for a pharmacy completed.
fear;When I was in a car with my parents and friends and we had to a back up (reverse) pass a river which when I recall it (I was only a about 5 yrs) seemed we were going to fall in and drown.
anger;When my boyfriend wouldn't dance with me on my graduation night a because he thought I could dance with my friends who were a friendly.
sadness;When my sister (really my niece) died of cancer at the age of 2 a yrs after I took her to the doctor at the age of 1 and he a diagnosed it.
disgust;My brother gave me a beating because he could not beat me a verbally.
shame;I found I was pregnant and unmarried.
guilt;When I had to go to reconciliation before converting to a Catholicism but then once received - o.k.
joy;Joy for me is when all my family gather around home for special a occasions as Christmas etc. It really gives me joy to see my a family and relatives and to observe natures productivity process a which have been going on for centuries.
fear;I had this experience of fear when few people were fighting at a a social one night, which one of my relative was involved. My fear a was greatly for him because he was being assaulted badly.
anger;Never really had the experience just yet - N/A.
sadness;This occurred when my girlfriend and I have to finish our a relationship due to some circumstances between her and her a family. I was really sad, hurt and couldn't really find any a reason why am I still living. Is this life is all about ? This a was one of few question which crept up vividly every time I a thought about what had happened.
disgust;I'm very disgusted when I see people abusing their body with a drugs and alcohol. They take advantage of these things usually a for an excuse for the fantasies which they like and so they do a things stupidly and unjustly.
guilt;This I experienced when going around with more than one girl.
joy;Letting Jesus take control of my emotions i.e., ill feeling.
fear;Had fear of losing husband.
anger;When present boyfriend's mother approached my parents and self - a to leave her son alone - as she did not want me for a future a daughter-in-law.
sadness;When boyfriend could not stand up to his mother or for himself.
disgust;Disgusted with boyfriend's mother - her overpowering, a over-protecting and selfish attitudes.
shame;When ditched - divorced by husband.
guilt;When I had to lie about my age to be accepted as a member of a a group.
joy;My cousin asked me to be a bridesmaid for her. This made really a happy because I was adopted into the family and her asking me a made me realise that she saw me as a cousin and not just another a person. There were other cousins she could have asked but she a asked me.
fear;That if ever I was really naughty I would be sent away from my a Mum and Dad to another family. I was fostered from age 5 and a didn't get to Mum and Dad until I was 6 and then legally adopted a at 14.
anger;(1) My father died. (2) My natural father contacted me a year a after my father died and this angered me more as I thought he a should be dead and not my father.
sadness;My father died. I was away at the time and did not know until two a days after.
disgust;A child told me she had been sexually abused by her step-father. a I only knew the child and had not come into contact with either a parent. I tried to do what was best for the child. The event and a the stepfather disgusted me.
shame;When my natural parents name would show up on papers and not my, a what I call real name.
guilt;I lied to my mother in the sixth form she said she would ring to a find out and I had to tell her I had lied.
joy;Joy at meeting a woman I love very much.
fear;When approached by a gang of youths in town at night.
anger;When a man, a stranger to me, personally insulted a close woman a friend of mine in public.
sadness;After my father died suddenly of a heart attack.
disgust;When a man spoke very sexistly in the company of some friends of a mine.
shame;When I went to explain to a lecturer whom I liked that the work a expected of me was not going to be in.
guilt;When I masturbated in my room.
joy;When my lover and I felt like we had gone full circle. And our a relationship was new, fresh, vital etc. once again.
fear;My daughter was 2 yrs she went up to a colt tried to hit it. It a turned on her and kicked her over the heart, sent her flying a through the air. I left my mother and sister to deal to her as a they are nurses. I felt I didn't want to know if she was going to a die, it was just too much.
anger;My anger is with men, their inability to be human (not all men).
sadness;The saddest I've ever been was when my lover was killed, a hitch-hiking to work.
disgust;With the N.Z. Rugby Union wanting to send the All Blacks to South a Africa.
shame;That my brother and father are into alcohol, two men with a priviledge. Not using it positively.
guilt;When I betrayed my lover, she told me something in confidence, I a felt at the time I had to relay the information back to the a person concerned, as I felt the situation volitile, did this a without telling my lover, she felt like piggy in the middle, as a she was not directly concerned. Maybe you could call it gossip I a felt different after I had slept on it. If I had waited, thought, a NOW I would not have done it.
joy;A good friend, the wife of the vicar of my church came up to me a from the pews (I am in the choir) and shook my hand during the a time for an informal greeting in the church service. She said a afew words.
fear;I walked up the main street of Auckland at 10 o'clock at night. I a expected it to be very active with people, gangs, fast cars etc, a thought it was actually quite quiet, though also oppressive. I a walked about half a mile and bought a drink along the way.
anger;Someone in my family (my brother I suspected) ate a bun which I a had made for myself. It was during a long telephone call after I a had just made it and put it in the oven warming drawer.
sadness;Sitting in a bus, I heard behind, the voice of a girl I was a friendly with. After her talking for some time with another girl a I decided it wasn't her in fact that someone miming her, which it a was when I finally looked. I was talking to a friend at the time.
disgust;Having moved into a flat within the last week I felt some disgust a that a bathroom tap had been left to drip with a faulty fawcet.
shame;I criticised an action of my mother and for the first time she a genuinely took notice of it. I felt shame that I was almost a taking the part of a husband, or at least an equal which I should a not.
guilt;I felt that I contributed to a possible rift in the relationship a between a boy and girl soon to be married, in my flat after I a moved in. After stating my celibacy to him which she overheard a and didn't previously know about I suspect.
joy;My friend replying to my letter and again saying he was attracted a to me and suggesting we write, talk and get together and see how a things went and his suggestion that I could ring and doing that it a was really good - though really insane conversation.
fear;Being sexually assaulted (not rape, but passionate kissing) by a a friend's father - he stopped when he was driving me home. I a hadn't wanted the lift, had refused 3 times, and then felt it'd a be rude to refuse again. Was really afraid of what he might do.
anger;I live by myself and a few weeks ago was woke by a man on the end a of my bed coming up my bed at me. I was really angry, told him to a get out. He was surprised, hesitated, I started to move towards a him and he backed off - kept telling him - loudly, but firmly to a go. Because I'd got the initiative, I succeeded. A very powerful a message.
sadness;When my grandmother died - I wasn't sad so much that she'd died a because she was old, but because she lived in the last few years a in an old people's home and had nothing very much that was hers - a no chair, or private space, and when I went to visit she would be a sitting in the lliving room the TV room. It was hopeless. And I afelt awkward so I didn't go and I was sad 'cos how I couldn't.
anger;When during a social evening with my father, brother, sister, a close friend and my father's 2nd wife - I had an argument with my a father, who abused my friend who was sticking up for me.
sadness;When the girl whom I have lusted after expressed reciprocal a feelings and then days later changed her mind.
disgust;When a close friend wilfully cheated me.
shame;While intoxicated I invaded someone's (a girl's) personal space a to a large extent.
guilt;While intoxicated I damaged my sister's car in a minor way and a someone elses in a minor way.
joy;Girlfriend arriving back from overseas and picking her up from a airport. When she finally appeared from customs and we came in a contact again.
fear;Fear of punishment for having broken an item of value to my a parents.
anger;That a friend had been badly beaten and stabbed many times and a the person that did it got away without any punishment from the a law.
sadness;The death of an animal we had reared.
disgust;Finding that a girlfriend of mine was a prostitute and had been a seeing many others during our relationship.
shame;Not having owned up to the responsibility an incident where a family car received minor damage.
guilt;Had started a relationship and did nothing to keep it up, partly a the use of another person.
joy;The feeling of joy when again I had confessed my sin and a experienced God's forgiving grace and cleansing power - total a enlightenment and freedome - bliss.
fear;Riding through a bush fire on an island of Australia - on a a pushbike as a little boy - all alone, lost and surrounded by a smouldering wood and flame.
anger;When bicycling along, a courier van started to tail me very close a - I sped up and moved over and he just did the same. I reacted a violently, much physical responding in the dangerous situation.
sadness;My cat was sick and I had to take him to the vet to be put down - a no one else there to do it.
disgust;When someone I had had a relationship (purely sexual) with came a up to me after I had used her and acted as if nothing had a changed.
shame;When a close friend entrusted me with a secret and I let the cat a out of the bag.
guilt;Making a sexual pass at my cousin with whom I have a very close a personal relationship.
joy;First time I slept with my present girlfriend. Had been best a friends for a year but had been hesitant about getting involved a emotionally.
fear;Waiting for a taxi - when within 1/2 an hour two separate people a challenged me to fight for no apparent reason except they were a drunk.
anger;Deliberately provoked by someone close. Angered by the a deliberation not the provocation.
sadness;My girlfriend let me down badly 3 times in one week. These a instances summed up all the negative aspects of our relationship a which at the time seemed doomed to fail.
disgust;A close friend took part in a racist violent action.
shame;Cannot recall the emotion with any force.
guilt;Slept with someone close to my girlfriend and myself.
joy;Hearing that I had been successful in getting a position whereby a my financial, physical, spiritual and emotional needs will be a well catered for. This position fulfils a lot of my aims for the a last five years of my life.
fear;When I decided to leave my steady, secure employment to come to a university. Because I didn't know if I could cope with all the a requirements of study and also being older I didn't know if I a would enjoy mixing with younger people, also financial a insecurity.
anger;When a close friend failed to live up to the expectations I had a of him - thereby causing pain to his spouse. I believe that my a anger was probably a reaction of fear that I wouldn't be able to a live up to my own expectations.
